Species,SRR7162297,SRR7162298,SRR7162299,SRR7162301,SRR7162302,SRR7162303,SRR7162304,SRR7162305,SRR7162306,SRR7162307,SRR7162308,SRR7162309,SRR7162311,SRR7162315,SRR7162316,SRR7162318,SRR7162320,SRR7162321,SRR7162322,SRR7162323,SRR7162325,SRR7162326,SRR7162331,SRR7162332,SRR7162334,SRR7162335,SRR7162336,SRR7162339,SRR7162340,SRR7162343,SRR7162344,SRR7162345,SRR7162346,SRR7162347,SRR7162349,SRR7162351,SRR7162352,SRR7162353,SRR7162355,SRR7162356,SRR7162358,SRR7162359,SRR7162361,SRR7162362,SRR7162363,SRR7162365,SRR7162366,SRR7162370,SRR7162372,SRR7162374,SRR7162377,SRR7162378,SRR7162379,SRR7162380,SRR7162382,SRR7162383,SRR7162386,SRR7162387,SRR7162388,SRR7162389,SRR7162393,SRR7162396,SRR7162398,SRR7162399,SRR7162400,SRR7162401,SRR7162402,SRR7162403,SRR7162404,SRR7162405,SRR7162407,SRR7162408,SRR7162410,SRR7162411,SRR7162413,SRR7162414,SRR7162415,SRR7162416,SRR7162418,SRR7162421,SRR7162422,SRR7162423,SRR7162424,SRR7162425,SRR7162426,SRR7162427,SRR7162428
Desulfovibrio magneticus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.681076,0,0,0,0,0,0,0,0,205.91312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,526.78125,0,0
Desulfovibrio salexigens,0,252.894424,117.24758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desulfovibrio vulgaris,0,260.917095,790.049134,0,0,264.34158,178.70952,431.653026,880.2794,304.68327,429.22971,0,388.82852,370.73962,393.86313,258.0502,436.788545,339.71733,441.48538,285.832814,0,374.496054,0,380.913086,184.84074,306.8915,186.06055,303.9692,0,0,515.954734,258.10526,0,1742.144,458.0173,0,0,311.606865,814.57544,356.66757,376.88108,0,0,0,0,384.592955,355.139566,511.59097,60.53015,143.011287,0,0,0,0,619.22281,0,0,181.22568,405.72287,217.77942,0,0,470.39832,350.32782,0,202.9127,481.05487,162.878904,487.89627,1657.62611,0,0,293.83615,0,1131.8285,449.622669,548.68866,705.8675,454.80774,126.59098,269.520114,293.46988,338.2914,537.744824,240.15417,0,84.70135
Desulfurispirillum indicum,0,0,0,0,0,0,130.13557,0,0,0,0,0,176.8806,0,0,0,0,0,421.07955,0,0,193.82712,68.86539,0,0,179.53264,169.0205,0,0,0,123.3131,0,0,0,1459.4,0,0,0,0,0,0,0,0,0,0,0,231.28069,95.264084,0,0,0,0,0,0,0,0,0,0,0,0,176.60905,136.90634,0,101.49284,0,0,0,0,0,0,0,0,168.384614,109.124916,0,0,0,0,0,0,0,0,0,0,111.143684,496.37344,0
Desulfurivibrio alkaliphilus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.52072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desulfurobacterium thermolithotrophum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.457,0,0,0,0,0,0,114.30872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dichelobacter nodosus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345.84756,0,0,0,0,0,0,0,0,0,0,0,37.54204,94.413086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.58173,0,0,0,0
Dickeya dadantii,0,0,0,516.90015,0,0,0,0,0,0,0,246.41284,0,130.6995,99.57992,0,0,0,0,0,0,647.7424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,965.97894,0,0,0,0,0,355.45767,0,0,0,0,0,0,0,0,0
Dickeya zeae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,691.85564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305.9496258,3155.4039,0,0,0,0,0,0,0,0,0
Dyadobacter fermentans,0,0,67.88015,0,96.75514,0,0,101.2693,0,88.45527,0,0,0,0,0,0,0,0,121.46245,183.7975,0,134.1828,0,0,0,0,146.66393,219.30622,85.03197,0,0,0,0,0,0,0,0,0,248.94922,115.40517,67.935455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.00495,0,0,149.65063,98.903595,0,0,0,0,0,0,0,194.90611,4.7945366,238.00039,0,0,0,0,0,0,0,0,0
Edwardsiella ictaluri,0,0,0,0,0,0,0,0,0,0,0,0,0,116.91662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eggerthella lenta,0,1494.243949,0,0,0,0,0,0,426.920015,71.96041,0,3897.9285,0,0,0,0,0,476.381202,0,0,0,0,0,160.931306,0,141.61342,0,2017.170798,0,0,0,0,0,0,0,0,0,0,6570.50725,60.99844,0,0,0,0,2082.69511,0,0,0,0,0,722.347743,598.163865,0,183.9794,7769.81629,0,0,0,0,75.54754,0,0,879.88619,4471.71807,714.374422,0,0,80.55388,0,90.83767,0,0,0,918.40889,1104.81343,513.473086,0,0,0,156.669576,0,0,721.85507,58.54035,0,0,0
Eggerthella sp. YY7918,91.74546,77.67994,81.13173,0,453.998425,278.99656,0,84.837814,0,410.00193,362.64249,340.09952,106.50376,504.55335,0,497.585562,286.76542,0,239.58195,0,239.71118,73.62624,57.422092,307.55256,229.31833,0,0,421.390762,0,0,262.74656,0,0,0,0,159.65237,0,0,1246.03851,0,0,0,112.784935,0,117.2676,0,0,0,0,0,79.753555,0,256.82548,0,0,0,324.691946,0,134.22824,0,162.42502,0,80.96485,485.25209,1027.76977,0,174.3269,0,0,0,0,0,0,151.20775,161.44868,146.51028,0,0,0,0,93.25825,271.31038,0,0,203.260905,156.56427,0
Elusimicrobium minutum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214.58404,0,0,382.59006,0,0,359.163254,0,0,0,0,0,0,0,0,489.60698,393.95795,0,214.2649,0,0,0,0,0,126.12692,651.964162,0,0,0,0,0,0,0,0,0,139.7587,153.10704,287.84858,0,0,0,2789.725393,0,149.30707,0,269.12592,0,0,0,0,0,0,0,0,0,561.88257,0,93.61397,0,0,0,0,0,0,0,0,0,0,0,0,271.37384,0
Enterobacter aerogenes,0,0,0,1429.84848,0,0,0,0,0,0,0,0,0,0,0,0,0,1307.3197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.601,0,0,0,1393.9713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2569.539776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,949.38623
Enterobacter sp. 638,0,0,0,1191.8701,0,0,0,0,0,0,0,0,0,0,0,160.117045,0,1619.15594,0,0,0,449.82104,0,0,0,615.7247,59.81668,248.97247,0,34.172604,0,0,0,0,93.313675,0,0,0,0,0,0,0,0,104.79259,0,0,0,0,0,0,0,2544.0905,0,0,0,0,0,0,0,59.081467,0,312.14985,0,0,0,0,136.65224,0,0,0,0,7199.55266,0,0,0,0,34.557224,1485.92114,0,0,0,0,0,944.724,0,0,3217.6762
Enterococcus faecalis,0,0,0,3511.217335,0,0,0,0,0,0,0,0,0,0,0,0,0,1589.506284,118.42495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341.54415,0,0,0,0,0,0,68.75193,0,0,855.219669,0,0,0,11.459343,113.758,0,0,0,0,0,0,0,58.785057,0,0,0,0,0,0,15994.12558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erwinia amylovora,0,0,191.4192,1331.01577,112.161095,0,0,0,0,0,0,0,0,0,0,0,0,1640.03364,0,0,0,669.28175,0,0,0,0,0,0,0,0,0,0,0,535.17089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.1508,0,0,0,0,0,0,0,0,0,9710.712,0,0,0,0,61.370884,2028.6163,0,0,0,0,0,0,0,0,0
Erwinia billingiae,0,0,0,0,0,0,182.30336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195.80876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660.1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501.46768
Erysipelothrix rhusiopathiae,4571.411393,1650.20315,1136.338059,6222.75147,21954.93895,4058.308254,3704.763425,0,1680.38701,13332.02155,3847.842506,38051.99903,6836.65297,1932.28501,3919.686944,3267.78218,6218.666234,0,1868.867015,1161.151392,4943.988864,8742.940452,1350.83766,1773.32652,1622.81638,3766.990448,1532.69078,3178.720276,4268.790415,159.733633,10774.48934,9267.327265,1949.760624,2720.976895,251.77509,1478.65421,6452.08391,6598.56456,23113.4794,1247.607399,1897.270777,2163.83359,76.15394,5302.884611,2770.01834,1722.71182,25472.9089,3845.648464,2534.773854,3270.559622,3764.06196,236.23429,6441.624776,1747.571446,5749.10986,8759.497745,5676.929616,4012.554266,1354.50342,6856.926095,771.92924,11972.54955,6577.72535,6862.537876,24875.66188,2330.14061,531.698036,29213.42089,5921.524537,4811.056154,3405.665542,0,1859.719289,3431.42064,1653.661623,2189.633305,3091.747678,8296.293906,202.94009,6430.494835,1351.937155,1176.653629,2611.869011,5144.003935,1790.818546,3459.28374,1414.92051
Erythrobacter litoralis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.75708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208.61871,0,0,0,0,0
Escherichia coli,4368.70007,2050.049311,424.59567,8779.93396,1150.95018,3311.32515,32083.87476,1760.70357,3952.56604,5113.42006,3856.33418,20569.3488,0,297263.957,2033.270633,280.212705,780.017857,10550.45613,2663.29923,16716.02821,9757.86909,7351.293763,0,290.2506,0,2555.42139,197.527563,7496.93212,77.75301,510.807414,0,42940.0146,22451.9261,58917.41086,600.18405,9349.3641,0,823.394375,8364.30131,0,2344.1445,1823.6744,1035.606449,10051.58068,2522.105124,0,2553.55257,36527.86245,9929.20304,0,6934.91716,16596.58033,2643.829835,0,130864.1427,0,0,6489.68954,2169.214525,861.79892,1981.725266,1102.98679,1001.353985,3466.49686,31293.7815,2758.69006,33294.8664,0,3408.29027,7259.69188,0,468024.95,0,4064.98625,2372.356229,64220.0642,5694.604688,65854.75554,73351.84599,0,0,0,15472.9523,51765.92529,0,803.90323,2592.554715
Escherichia fergusonii,0,0,0,0,0,0,212.2211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ethanoligenens harbinense,24830.21427,31867.09442,53126.6137,21262.06827,49584.74312,33007.89527,64507.12432,20882.08652,35035.10841,51101.23616,10063.43207,10164.34975,15733.01204,2635.15586,10097.83754,42264.349,52160.27739,0,66459.35639,5827.853041,2230.097129,62781.20654,48426.29346,38268.93325,3942.314211,7359.757135,94534.89484,16391.03743,14370.35144,17469.50304,49734.97171,97877.71663,2361.74086,13489.48558,20364.22345,24355.98102,28463.3323,4080.526733,41463.82526,29713.46987,67748.286,16310.75283,16943.71741,8264.133137,22328.72714,18323.66556,55402.64243,4577.292971,41536.61695,42270.02288,38138.15357,760.532866,8176.128464,19675.02084,8238.84701,29967.27026,74042.5326,7546.558814,6879.315037,34327.36882,84430.92477,8095.10174,29204.31215,29353.42346,56714.71977,38048.78132,38829.60925,37744.50396,7450.881901,13260.25785,22317.22435,0,15298.81348,28803.32569,12713.2173,41972.97986,1014.690083,6912.283071,6428.140228,23557.07518,17516.31451,20092.97084,12510.45425,54635.62748,33546.71855,46404.12458,17887.76455
Eubacterium eligens,9504.362222,33070.20773,10894.419,12901.25874,42888.27017,18203.41032,16857.90749,30169.11538,15036.30855,17195.09898,52331.69749,91855.39548,8633.967947,5605.312499,38607.12588,33279.14419,14808.6701,4704.271005,19772.29659,16439.19603,9940.471915,29926.85063,28956.18348,36302.00136,24937.12652,5057.010581,30549.76994,56945.63223,51421.30311,33069.83815,31381.80214,22341.96782,8630.49172,7662.00513,36942.82947,25714.78691,39738.4535,6911.106659,16089.54745,7027.392214,41221.90743,17249.10389,10553.64276,21366.89834,33195.37779,38480.6782,13151.35148,6521.086203,28365.81438,11287.10903,30424.24339,5874.064684,5701.89289,17356.28979,32832.47693,20711.26079,17818.56887,9805.570138,10563.33144,17082.99165,29360.72684,51767.52776,85329.46155,3404.417388,16499.05773,27899.57827,57928.87237,45784.5356,3873.081485,24266.74319,18137.06195,0,12851.59556,10525.74894,10606.2873,24417.29999,3281.631254,7895.53354,3087.83897,45680.22008,14154.88473,16554.73575,6154.07155,10503.06674,16303.16764,45868.61237,25019.56807
Eubacterium limosum,0,247.39733,1306.543013,339.113476,474.733765,1007.35416,446.649965,0,1412.70365,1695.892709,204.68204,839.48495,125.61338,0,94.84455,2539.420672,3184.256809,0,1724.463955,104.13934,0,1715.793316,847.638039,599.081026,0,0,2800.320552,109.278946,89.58984,919.48457,2684.019086,1057.62558,0,1454.794481,0,356.58911,471.7388,0,778.13333,378.60489,1681.469433,127.7861,0,264.01895,115.224815,143.149189,1769.426293,243.69096,340.020564,302.59853,899.2514,0,0,103.52383,0,951.465004,1777.399774,63.89302,542.882935,1861.73644,2334.2948,2106.27347,2368.65245,1362.28497,2514.52681,723.13544,235.18562,115.51318,69.48982,135.0777,0,0,520.830055,462.15569,65.815926,238.76507,0,246.52364,128.74461,558.290076,453.29556,1109.09496,198.878766,2232.4737,1735.58353,1624.28984,0
Eubacterium rectale,4965.108179,74374.18014,6498.918019,13545.32334,28198.07817,8291.01127,5170.94106,5508.087627,28134.94578,6865.591779,1249.26964,16349.64815,7157.39999,2455.3988,3488.693332,16025.64384,10743.1841,467.314745,5472.760251,6372.072742,3873.14304,4090.275769,21136.76409,34993.75982,15199.59156,22549.27098,20868.79677,4667.026214,9524.703215,28369.32847,15009.64433,11341.61553,3116.53884,2657.22604,25126.30531,8070.322754,18174.39908,1862.25475,5673.90268,12140.69623,42016.85316,5468.088756,3054.954568,9757.194116,6911.579234,7601.080905,12648.52858,731.68495,10687.22942,9175.935427,23106.03363,534.25065,10198.75558,31081.73813,8756.80095,38310.87889,15719.54675,7825.448965,8979.746025,16413.88855,12241.51577,26173.13665,14715.0016,5115.391985,8795.609803,15537.88892,7492.298151,23320.14499,3426.708461,25360.77224,4932.207821,0,14321.90327,2935.26996,5703.23596,7020.94695,1670.948406,1298.72453,1882.506815,3676.73248,21254.39346,10586.54519,7987.505719,1631.261248,7451.5696,24654.9189,9240.831214
Ferrimonas balearica,0,0,0,0,136.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.122128,0,0,0,0
Fibrobacter succinogenes,0,0,104.371605,129.21451,0,0,0,0,227.42914,648.81901,0,0,11600.053,0,0,0,3370.2217,0,1107.16904,0,0,407.656498,0,0,0,0,0,0,6025.44683,0,1687.74515,0,2936.227,0,0,0,0,0,0,134.30328,2759.88364,0,0,101.561386,0,0,112.12292,0,69.217384,0,0,0,1039.294865,93.670494,0,0,5390.338003,0,0,0,111.61892,0,0,783.00145,140.76756,114.476944,0,0,165.621846,0,542.5648,0,9934.26713,0,0,0,0,0,0,0,0,210.11805,0,0,344.77515,253.54282,0
Finegoldia magna,365.6309,419.53895,0,260.207906,0,108.84543,448.686144,109.29281,541.515136,0,0,882.93502,0,207.5685,117.131454,530.89898,94.004745,0,487.004867,103.20139,0,796.736218,270.335874,435.26749,235.73184,0,234.91585,577.40515,849.25604,24.109512,1158.8051,224.02999,0,0,0,293.4206,824.2098,260.90001,139.39519,77.78276,440.87435,0,0,331.63664,138.16222,239.65564,180.93615,0,225.480109,0,826.21384,0,233.19044,125.77858,551.9835,468.34445,206.379718,0,305.018564,271.755531,111.40304,146.79924,433.11646,335.85365,293.960234,559.1467,0,669.452,251.17444,0,0,0,279.01485,519.3666,84.99833,223.29607,348.642167,241.72125,0,916.8323,161.17622,308.6055,129.52887,0,328.85004,260.88834,249.27919
Flavobacterium branchiophilum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.553665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flavobacterium psychrophilum,0,0,129.99194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.12751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.48169,0,0,0,0,0,0,0
Flexistipes sinusarabici,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fluviicola taffensis,541.194364,0,895.983785,139.925324,4501.70423,0,86.669395,251.03171,112.36419,708.62679,343.12176,0,0,0,211.2897,494.15984,144.97365,0,2262.969469,250.42198,0,448.374171,250.648736,225.54602,105.21107,95.9944,2768.45851,97.013756,83.05627,858.4551,859.00197,0,148.96957,0,0,262.65223,0,0,2498.699864,408.69593,1199.5388,0,0,244.748855,0,0,2704.105615,0,236.38732,70.756325,0,0,0,1052.1915,0,1115.309,981.061893,0,0,700.625565,1072.21373,860.29246,0,2509.04676,772.74499,930.0943,163.18425,2396.50088,0,0,4850.33846,0,396.46988,0,9109.0979,186.5141,319.7800535,919.72984,0,445.582905,394.12911,2205.74273,308.622006,0,1017.9154,1201.0063,0
Fusobacterium nucleatum,2038.56837,0,5767.86399,0,0,91.578926,2369.37949,0,2919.315795,2716.27267,0,78304.236,0,3125.01369,0,0,0,4376.210085,0,1346.867209,5009.16356,2986.28967,0,0,52733.0713,3418.998442,0,0,2132.44046,0,0,0,0,0,0,0,0,48.604095,12567.2837,23384.278,0,0,0,19504.8387,3109.7475,0,3435.40571,43808.54851,5818.366931,80.667046,11290.8762,5709.57402,853.334965,0,4778.41196,0,0,0,29228.2759,0,0,0,0,3305.64689,0,0,0,0,0,11010.82903,3093.15541,0,0,0,6934.645254,0,3843.1779,152.99537,5582.08563,10501.97156,0,0,62844.8623,72.3532,0,4523.68207,13758.1133
Gallibacterium anatis,0,0,0,0,0,0,0,0,0,0,0,0,0,151.60106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.614075,0,0,0,0
Gallionella capsiferriformans,0,0,366.2319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.22849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.622795,0,0,0,1683.56954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gardnerella vaginalis,0,0,0,0,0,0,0,0,0,0,0,0,106.04697,0,0,0,0,0,0,0,0,0,0,0,0,212.56381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5348.17785,0,0,0,0,0,0,0,0,0,0,0,0,108.88208,79.49803,0,0,0,0,0,68.77154,0,0,0,0,0,0,77.90934,0,85.49725,0,0,0
Gemmatimonas aurantiaca,0,0,0,0,103.14187,0,110.57152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.411896,0,0,0,0,0,0,0,703.27576,0,0,184.36435,0,0,0,0,128.18474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.69928,0,0,137.29492,0,0,93.27649,0,210.29926,47.250168,0,0,0,0,0,0,0,0,152.18512,0,0,0,0,0,0,0,0,0,0,0,0
Geobacillus sp. C56-T3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Geobacillus sp. WCH70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.74046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.168365,0,0,0,0,0,0,0
Geobacillus sp. Y4.1MC1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111.56454,0,0,0,0,0,0,0,0,127.216805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.13715,96.34603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.97273,0,0,0,0,0
Geobacillus sp. Y412MC52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Geobacillus thermodenitrificans,0,0,0,0,0,0,0,126.55971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.88958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Geobacter lovleyi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Geobacter metallireducens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gluconacetobacter diazotrophicus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.63013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gordonia bronchialis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.721085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gramella forsetii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haemophilus ducreyi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,422.54276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.22067
Haemophilus influenzae,0,0,0,756.18162,3028.95077,0,515.2171,4938.2955,0,0,279.7225,4018.89655,0,0,482.135308,600.78316,369.30779,0,0,0,815.18684,789.6599,446.652515,1146.67394,773.073134,0,0,0,1347.592866,0,925.3147,0,0,0,5814.08237,0,292.41705,1628.87489,0,10803.36411,554.46261,26775.4019,0,66.01683,884.344155,9410.61269,82.70619,70.22457,769.721877,0,351.660922,0,0,0,0,78.9739236,956.448611,87.61662,80.61544,1943.20033,0,13495.74854,0,0,0,528.9196,978.3027,170.82436,0,725.02767,0,578.92209,0,285.32043,0,751.73402,0,0,0,0,881.14574,0,891.25686,0,0,0,4501.323358
