Species,SRR7162297,SRR7162298,SRR7162299,SRR7162301,SRR7162302,SRR7162303,SRR7162304,SRR7162305,SRR7162306,SRR7162307,SRR7162308,SRR7162309,SRR7162311,SRR7162315,SRR7162316,SRR7162318,SRR7162320,SRR7162321,SRR7162322,SRR7162323,SRR7162325,SRR7162326,SRR7162331,SRR7162332,SRR7162334,SRR7162335,SRR7162336,SRR7162339,SRR7162340,SRR7162343,SRR7162344,SRR7162345,SRR7162346,SRR7162347,SRR7162349,SRR7162351,SRR7162352,SRR7162353,SRR7162355,SRR7162356,SRR7162358,SRR7162359,SRR7162361,SRR7162362,SRR7162363,SRR7162365,SRR7162366,SRR7162370,SRR7162372,SRR7162374,SRR7162377,SRR7162378,SRR7162379,SRR7162380,SRR7162382,SRR7162383,SRR7162386,SRR7162387,SRR7162388,SRR7162389,SRR7162393,SRR7162396,SRR7162398,SRR7162399,SRR7162400,SRR7162401,SRR7162402,SRR7162403,SRR7162404,SRR7162405,SRR7162407,SRR7162408,SRR7162410,SRR7162411,SRR7162413,SRR7162414,SRR7162415,SRR7162416,SRR7162418,SRR7162421,SRR7162422,SRR7162423,SRR7162424,SRR7162425,SRR7162426,SRR7162427,SRR7162428
Streptobacillus moniliformis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.99619,85.81608,0,1019.16577,0,93.21664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229.85728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.407146,0,0,0,0,0,0,0,139.03975,0,0,0,0,0,0,0
Streptococcus agalactiae,129.89255,0,0,0,0,0,0,0,0,0,0,0,109.37883,0,0,0,0,0,0,0,0,0,0,81.22982,0,0,0,0,0,0,0,0,0,0,0,0,0,79.9142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.557976,0,0,0,0,0,0,0,335.338737,242.705064,0,0,0,0,0,0,0,122.10937,0,0,0,0,0,0,0,0,0,0,0,0,0
Streptococcus gallolyticus,0,0,0,0,0,0,195.78996,0,515.44214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.271202,0,0,0,587.60191,0,0,0,120.964455,1083.84593,0,0,0,0,1857.977861,0,0,0,0,0,0,921.98304,0,0,0,0,0,0,0,99.66372,0,0,84.3570524,1290.273496,0,0,0,0,0,0,0,1163.831734,0,0,0,0,0,0,0,0,156.19249,0,0,0,0,0,0,0,0,0,0,0,0,0
Streptococcus gordonii,59.848408,0,0,0,303.81909,0,0,67.24601,0,0,0,375.82105,0,0,0,0,0,63.87986,0,0,2655.99179,0,0,541.44786,0,0,0,0,0,0,0,0,0,0,100.18679,0,0,420.7367,0,0,0,0,0,606.525115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.54701,0,0,0,122.60179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6013.94605,0,0,0
Streptococcus mitis,0,0,0,73.10374,111.710495,0,0,559.26519,0,0,0,0,0,0,0,0,0,0,0,0,2733.728,0,0,80.02563,0,0,0,0,0,0,79.38106,0,0,0,0,0,0,0,0,0,0,0,87.353065,130.13731,0,0,92.24088,0,0,0,0,0,82.754875,0,313.64887,0,0,0,0,0,0,499.0381,0,0,0,158.9399,0,0,0,0,0,270.98487,0,0,0,0,0,0,0,0,0,0,0,100.85862,0,0,0
Streptococcus mutans,0,0,0,0,0,0,0,85.92548,0,0,0,0,0,0,0,0,0,0,0,0,394.81505,0,0,452.114584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.89821,0,0,0,0,320.8886,0,0,0,0,0,0,0,0,0,0,90.30671,0,0,0,0,0,0,905.2146,0,0,238.52177,79.053185,0,0,0,0,0,484.94349,0,0,0,0,0,0,0,0,0,0,0,1821.77436,0,0,0
Streptococcus oralis,0,0,0,82.3221,0,0,0,0,0,0,0,202.26596,117.13928,0,0,0,0,0,0,0,3915.69141,0,0,84.405174,0,0,0,0,0,0,0,0,0,0,0,0,0,172.0705,0,0,0,0,0,105.97437,0,0,0,0,0,0,0,0,0,0,1621.709924,0,0,0,0,0,0,567.47257,0,0,0,129.52652,0,0,0,0,0,75.4489,0,0,0,0,0,62.858437,0,0,0,0,0,896.72006,0,0,0
Streptococcus parasanguinis,2676.81377,0,0,81.26949,4132.99414,0,0,10626.20677,0,0,0,2714.748125,278.801188,0,0,0,0,167.455785,0,0,8023.82917,70.44593,198.575266,6480.24968,0,0,0,0,0,0,179.381936,0,0,0,904.125873,0,0,2961.951012,166.51885,62.73674,1520.17766,0,0,6613.015586,0,0,73.64043,0,874.470098,0,0,0,63.391205,0,778.10426,134.238519,399.615713,308.204322,0,51.219086,0,17925.39609,0,0,69.704666,1268.620345,0,0,83.04375,0,0,6628.72633,0,0,0,70.52054,0,0,0,0,0,0,0,7981.31841,49.020817,0,94.259605
Streptococcus parauberis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.490204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Streptococcus pasteurianus,0,0,0,0,0,0,0,0,581.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2344.99332,0,0,0,0,4980.23546,0,0,0,0,95.565636,0,0,0,0,0,0,4396.82399,0,0,0,0,0,0,0,0,0,0,0,57.1303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Streptococcus pneumoniae,2164.99139,0,0,0,331.30378,0,0,1418.774548,0,0,0,470.85248,303.93679,0,0,0,0,190.47847,0,0,13181.4368,0,0,1792.223444,0,0,113.335836,0,0,0,121.353386,0,0,0,318.80562,0,0,305.0659,195.22388,0,131.97343,0,197.74002,1049.324074,0,0,0,0,0,0,0,0,0,0,2060.78058,9.526013,94.56565,240.45313,0,66.119026,0,11830.69508,0,0,58.0669,973.34846,0,0,0,0,0,1416.282376,0,0,0,0,12.088205,62.361534,0,0,55.62866,0,0,4205.388294,0,0,0
Streptococcus pseudopneumoniae,0,0,0,83.485016,0,0,0,0,0,0,0,0,81.59877,0,0,0,0,0,0,0,810.45692,42.133556,49.244793,0,0,0,0,0,0,0,0,0,0,72.23958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,441.68804,0,0,0,0,0,56.12798,653.06217,0,0,0,0,0,0,0,91.06162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.826824,0,0
Streptococcus pyogenes,141.5964,0,0,118.019745,570.698225,314.90954,0,6746.339654,524.7771,75.62734,0,0,97.97299,0,0,0,207.72673,0,96.51239,0,509.23649,51.80268,56.048386,221.494576,0,0,0,193.42531,0,0,143.9073,107.81223,481.6787,0,186.80418,0,0,448.480425,76.07939,0,203.476084,0,0,0,393.34363,0,658.10085,0,177.61793,0,0,0,0,0,207.95566,62.284287,444.949424,77.120865,0,77.74916,349.20007,1275.98176,0,0,74.38941,115.34124,0,173.302,58.42986,0,0,541.054296,0,116.38497,0,0,0,0,0,55.445137,0,0,0,0,0,0,0
Streptococcus salivarius,2120.38199,0,0,56.143665,3800.8613,267.084606,0,2566.0667,0,96.28982,0,0,0,0,0,73.633545,0,0,0,0,1003.031026,409.994296,251.020589,1427.609699,0,0,0,71.88181,0,0,0,229.58383,0,0,1105.189244,0,0,9789.34147,0,0,1623.88213,0,0,298.501295,1185.121894,0,0,0,444.799463,0,0,0,199.609756,0,270.52281,164.9025221,987.303236,0,0,0,0,7920.92313,0,0,272.54044,197.48995,0,0,0,0,69.15372,3004.483205,0,0,0,0,0,0,0,0,0,0,0,7160.6345,0,1524.82694,0
Streptococcus sanguinis,175.23099,0,0,0,357.69221,0,0,230.82805,0,0,0,0,0,0,0,0,0,0,0,0,2626.385899,0,0,509.39642,0,0,0,0,0,0,0,0,0,0,112.63069,0,0,214.05615,0,228.84565,78.16729,0,0,293.48171,0,0,0,0,0,0,0,0,0,0,0,46.545044,57.207066,0,0,0,0,565.0748,0,0,0,0,0,0,0,0,0,735.1802,0,0,0,0,0,0,0,0,0,0,0,2945.92614,0,0,0
Streptococcus suis,0,0,0,53.049152,0,0,0,663.71598,0,0,0,221.52731,68.73089,0,0,0,0,0,0,0,629.370694,0,0,0,0,0,0,0,0,0,82.64965,521.56612,0,0,100.695145,0,0,139.19844,0,0,98.94718,0,0,426.48643,0,0,3533.45115,0,72.95685,0,0,0,0,0,227.9168,0,0,0,0,117.246796,0,1836.96667,0,0,0,261.028786,0,0,0,0,0,188.25151,88.875694,0,0,0,0,0,0,0,0,0,0,649.00638,0,0,0
Streptococcus thermophilus,989.832318,0,0,122.236878,1461.966295,3627.67926,0,534.03893,0,175.999372,0,0,0,0,0,0,0,0,0,0,329.437715,572.113688,343.48851,1185.708966,0,0,74.37976,0,0,28.119915,0,0,0,0,815.36721,0,0,1673.19306,0,0,715.318864,0,0,460.036352,1326.39168,56.97197,0,0,321.989614,0,0,0,172.67023,0,0,61.2296863,588.97466,0,0,69.86306,0,3360.524515,0,0,96.721924,79.82067,0,79.19149,0,0,0,1115.07604,0,0,0,0,0,0,1638.105594,0,0,0,0,2557.5704,0,494.57238,0
Streptococcus uberis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194.18921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sulfobacillus acidophilus,0,0,0,0,0,0,0,0,0,0,178.79604,0,0,0,186.37364,0,0,0,186.07433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.25631,0,0,0,0,0,0,140.10822,0,104.614555,347.426469,0,0,0,0,0,0,0,0,0,48.19827,0,0,160.820724,0,0,0,0,0,773.9142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.20181,0,71.62124,0,0
Sulfuricurvum kujiense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.288765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sulfurihydrogenibium azorense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.85852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sulfurospirillum deleyianum,0,0,0,0,0,112.65658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.285706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Syntrophobacter fumaroxidans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3338.7258,0,0,0,4207.0967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237.7226,0,0,0,0,0,0,0,738.01746,0,0,975.787,654.94183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,454.4197,533.3582,0,0,0,0,0,0,0,0,0
Syntrophobotulus glycolicus,0,0,0,0,240.31802,0,0,0,0,0,0,79.69243,170.97142,0,0,0,154.342405,0,83.974014,0,0,156.58054,134.34395,0,0,0,72.82602,0,0,6.686471,0,212.9087,0,0,103.448616,0,296.891125,0,0,0,0,0,0,89.699356,0,0,0,0,0,59.370262,0,0,0,0,0,0,59.87153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.96526,0,0,0,0,0,0,0
Syntrophomonas wolfei,0,0,0,0,0,0,0,162.51968,71.352425,81.020615,0,0,0,0,94.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.60485,0,0,163.48852,0,0,0,0,0,0,0,0,0,0,0,0,0,167.26767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.305244,0,0,0,0,0,0,0,0,0,0,229.582826,0,163.82777,0,320.82224,0
Syntrophothermus lipocalidus,0,0,0,0,87.44642,0,105.074295,0,0,0,0,0,0,0,0,0,59.426624,0,100.520615,89.05285,0,0,63.005596,0,0,0,0,0,0,0,0,359.44986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.980644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.55714,122.76559,0,0,0,0,0,0,0,78.581665,0,0,75.53925,0,0
Syntrophus aciditrophicus,0,0,0,86.75622,0,0,0,0,0,0,0,0,0,0,0,123.93938,0,0,416.3578,0,0,0,0,0,0,0,0,0,0,0,440.2921,0,0,0,0,0,0,0,0,0,627.12443,0,0,0,0,0,0,0,0,0,0,0,124.84595,0,0,0,2973.3765,0,0,0,0,0,0,0,0,0,0,0,0,0,453.201,0,98.13982,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taylorella equigenitalis,0,9428.4469,551.19577,252.02502,2212.049614,1740.92724,0,837.4997,678.88385,3379.34157,0,0,1014.70294,178.18875,302.331724,2404.736241,298.92424,0,2719.6065,1113.97278,0,0,1057.960669,1615.24616,976.44462,699.008201,1344.06124,0,1522.10362,1.12921372,5456.377,449.48956,0,1895.76044,0,0,715.3412,3642.02821,438.21017,240.430614,2587.291177,800.37867,5387.5802,1615.41994,3165.80148,1240.21003,213.212645,621.05376,715.723184,0,667.31635,0,545.73444,2727.2868,710.5592,3.457586,846.49733,2723.4895,1120.267014,2207.10455,0,1051.3069,1207.0759,0,224.542755,568.27129,4034.4182,1427.454266,1522.11594,1677.06112,1678.1741,0,1424.71937,1226.26996,1857.632,966.62429,303.59027,1577.42487,0,2142.91322,0,2577.82776,1576.96067,690.839649,1652.17806,1975.78441,1209.19006
Tepidanaerobacter acetatoxydans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.93982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240.03624,0,0,0,0,0,0,0
Thauera sp. MZ1T,0,1126.3666,143.03233,0,636.57007,0,0,942.82715,737.26635,1115.40036,0,0,0,0,0,100.92558,0,0,0,0,0,0,0,0,1175.67216,98.75863,0,0,139.14587,0,252.8623,0,0,0,0,0,130.01785,0,0,0,1379.59187,319.05045,0,176.56442,1646.40905,526.92,0,0,143.59337,0,0,0,571.7993,0,710.81604,0,439.03906,3357.4204,2112.65019,267.13565,0,0,0,0,102.87388,142.61063,0,0,1721.46426,0,0,0,0,0,0,0,0,0,0,1567.69255,0,0,284.126584,0,0,0,0
Thermaerobacter marianensis,0,0,0,159.95352,126.063065,0,0,0,0,0,0,0,139.70633,0,0,0,164.986348,0,0,0,0,153.13771,0,0,98.99409,0,2409.5964,0,0,0,66.85384,0,0,0,0,0,0,0,0,0,232.9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.22758,0,0,0,88.490204,0,0,96.309654,0,0,0,0,0,0,0,0,0,0,0,0,107.61983,0,0,103.70258,0,445.83401,0
Thermanaerovibrio acidaminovorans,0,0,77.13661,0,0,0,2098.5059,0,1602.444068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,840.55143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,586.09143,147.97882,0,0,0,0,0,0,0,0,0,0,1242.344379,0,0,0,0,0,0,0,0,1113.05747,0,0,0
Thermincola potens,99.685005,0,0,68.17099,0,168.32814,0,0,0,0,0,0,0,0,0,0,94.623924,0,0,0,0,0,0,0,0,149.42104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208.10252,0,0,0,99.026474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.16537,0,0,0,0,0,0,0,0,0,0,78.525185,0,0,0,0,0
Thermoanaerobacter italicus,0,0,0,0,0,161.52275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thermoanaerobacter mathranii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.9355,0,0,0,0,0,0,0,0,665.87987,0,0,0,0,0,0,0,87.69278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.18444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.97224,130.4762,0,0,0,0
Thermoanaerobacter pseudethanolicus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.31436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.17395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thermoanaerobacter sp. X513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.53335,0,0,0,0,0,0,0,0,0,0,0,216.52382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.513985,0,0
Thermoanaerobacter wiegelii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.28577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thermoanaerobacterium thermosaccharolyticum,0,0,0,0,0,0,0,0,71.69792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.70848,0,0,0,0,145.51717,0,0,0,0,0,0,0,0,0,166.24684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.34613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.336945,0,0
Thermoanaerobacterium xylanolyticum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.10262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thermodesulfatator indicus,0,89.88252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,587.7841,96.16712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186.67426,0,0
Thermodesulfobacterium sp. OPB45,0,0,592.0378,0,3216.0938,867.1751,0,3526.9083,0,2824.7507,0,25583.693,0,0,1275.7856,177.40934,2517.814344,0,0,200.04622,0,12142.511,0,7124.1951,0,0,4444.5923,0,0,5220.3203,4308.204,0,0,0,0,0,0,0,744.1595,0,0,1399.1133,0,0,0,0,0,0,1349.5377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1576.0559,0,0,5423.7437,0,800.9217,0,0,0,3070.2026,0,0,0,0,0,528.7336,0,0,0,0,0,0,0,0
Thermodesulfobium narugense,0,0,0,158.15123,0,0,0,0,487.43845,363.99194,0,0,0,0,0,374.211466,57.41662,0,75.80403,0,0,1520.19804,0,0,0,0,64.772,0,116.9513,0,1740.09794,0,0,0,0,0,0,0,0,69.67968,764.58133,0,0,0,0,0,0,0,0,90.367455,0,0,149.25356,0,0,61.85724,661.935649,0,0,184.72059,0,0,0,0,0,0,0,0,0,0,2206.82996,0,316.09841,0,0,0,0,0,0,0,0,0,0,0,260.76595,278.2128,0
Thermodesulfovibrio yellowstonii,0,0,0,0,23888.86,0,0,0,415.78725,0,6821.5864,0,0,0,6683.8003,76.1397,5495.2782,0,0,0,0,4376.7954,2018.4963,0,0,0,0,0,0,0,13082.93056,0,0,0,0,0,0,606.9038,0,0,0,27871.693,0,0,0,0,3363.6604,0,0,0,0,0,25210.3537,0,0,0,0,0,0,0,0,0,0,0,155.44798,0,0,15893.717,0,0,0,0,0,0,0,134.47438,144.95973,5982.4311,0,0,0,0,2377.4063,0,85.330345,908.36847,0
Thermomicrobium roseum,0,0,0,0,0,0,0,0,0,171.88351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.07875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.712555,113.69586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thermosediminibacter oceani,0,0,105.0777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.66532,0,0,0,212.76563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,763.368295,67.828835,0,0,0,0,0,0,0,0,0,0,0,128.70216,0,0,0,0,0,0,0,0,0,0,150.13466,91.31625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.70423,0,0,0,0
Thermosipho africanus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191.95044,0,0,0,0,0
Thermotoga lettingae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.3682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thermotoga maritima,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thermotoga thermarum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457.11783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thermovibrio ammonificans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.66634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.14958,0,0,64.64747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.847786,0,0,0,0,0
Thioalkalimicrobium cyclicum,0,0,0,0,109.42494,0,0,0,0,96.51967,0,0,0,0,0,0,896.0909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1809.9941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164.29512,0,0,0,0,0,0,0
Thioalkalivibrio sp. K90mix,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124.00275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thiobacillus denitrificans,0,0,0,0,0,0,0,0,0,735.93838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,957.4987,0,0,0,0,0,0,191.15524,0,0,0,219.98918,0,0,0,0,0,0,0,0,0,98.37811,632.3247,128.3768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.29158,0,0,0,0,0,680.90357,0,0,257.0801,0,0
Thiomicrospira crunogena,0,0,0,0,0,0,146.19038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tolumonas auensis,0,0,51.94912,0,550.200415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212.06734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22295.477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224.08593,0,0,0,0
Treponema azotonutricium,0,0,0,0,0,0,121.16685,0,0,0,0,0,0,0,0,0,180.83636,0,0,0,0,0,0,193.44855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Treponema denticola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.89134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.71466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.366234,0,0
Treponema primitia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345.49093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5560.278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.33737,0,0,0,0,0,0,0,0,22.386549,74.07777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,801.1631,0,0,0,0,0,0,0,0,0,0,229.62071,0,0
